holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,hour,day_of_week,month,year,is_weekend,lag_1,lag_24,lag_168,traffic_volume
none,1.79,0.00,0.00,40.00,clouds,scattered clouds,0.00,0.00,1.00,2018.00,False,848.00,1830.00,600.00,486.00
none,1.53,0.00,0.00,1.00,clear,sky is clear,1.00,0.00,1.00,2018.00,False,486.00,1254.00,341.00,337.00
none,1.12,0.00,0.00,1.00,clear,sky is clear,2.00,0.00,1.00,2018.00,False,337.00,788.00,269.00,254.00
none,0.85,0.00,0.00,40.00,clouds,scattered clouds,3.00,0.00,1.00,2018.00,False,254.00,367.00,347.00,325.00
none,0.78,0.00,0.00,75.00,clouds,broken clouds,4.00,0.00,1.00,2018.00,False,325.00,433.00,775.00,897.00
none,0.53,0.00,0.00,90.00,mist,mist,5.00,0.00,1.00,2018.00,False,897.00,582.00,2183.00,2797.00
none,0.46,0.00,0.00,90.00,mist,mist,6.00,0.00,1.00,2018.00,False,2797.00,1070.00,3637.00,5109.00
none,0.21,0.00,0.00,90.00,snow,light snow,7.00,0.00,1.00,2018.00,False,5109.00,1343.00,3651.00,5250.00
none,-0.13,0.00,0.00,90.00,snow,light snow,8.00,0.00,1.00,2018.00,False,5250.00,2056.00,3231.00,4429.00
none,-0.36,0.00,0.00,90.00,snow,light snow,9.00,0.00,1.00,2018.00,False,4429.00,2804.00,3410.00,3794.00
none,-0.43,0.00,0.00,90.00,mist,mist,10.00,0.00,1.00,2018.00,False,3794.00,3355.00,3307.00,3351.00
none,-0.57,0.00,0.00,90.00,fog,fog,11.00,0.00,1.00,2018.00,False,3351.00,3686.00,3638.00,3240.00
none,-0.79,0.00,0.00,90.00,fog,fog,12.00,0.00,1.00,2018.00,False,3240.00,4247.00,3970.00,3143.00
none,-0.79,0.00,0.00,90.00,mist,mist,13.00,0.00,1.00,2018.00,False,3143.00,4403.00,4207.00,3066.00
none,-0.93,0.00,0.00,90.00,fog,fog,14.00,0.00,1.00,2018.00,False,3066.00,4464.00,4440.00,2846.00
none,-1.13,0.00,0.00,90.00,fog,fog,15.00,0.00,1.00,2018.00,False,2846.00,4261.00,4414.00,2132.00
none,-1.79,0.00,0.00,90.00,fog,fog,16.00,0.00,1.00,2018.00,False,2132.00,4236.00,4800.00,1488.00
none,-1.93,0.00,0.00,90.00,fog,fog,17.00,0.00,1.00,2018.00,False,1488.00,3791.00,4437.00,1379.00
none,-2.43,0.00,0.00,90.00,mist,mist,18.00,0.00,1.00,2018.00,False,1379.00,2398.00,3528.00,1086.00
none,-2.29,0.00,0.00,90.00,mist,mist,19.00,0.00,1.00,2018.00,False,1086.00,1992.00,2611.00,1291.00
none,-2.29,0.00,0.00,90.00,fog,fog,20.00,0.00,1.00,2018.00,False,1291.00,2566.00,2162.00,889.00
none,-2.35,0.00,0.00,90.00,mist,mist,21.00,0.00,1.00,2018.00,False,889.00,2433.00,1977.00,1246.00
none,-2.29,0.00,0.00,90.00,mist,mist,22.00,0.00,1.00,2018.00,False,1246.00,1481.00,1430.00,1631.00
none,-2.50,0.00,0.00,90.00,mist,mist,23.00,0.00,1.00,2018.00,False,1631.00,848.00,888.00,570.00
none,-2.88,0.00,0.00,90.00,snow,light snow,0.00,1.00,1.00,2018.00,False,570.00,486.00,494.00,446.00
none,-3.28,0.00,0.00,90.00,snow,light snow,1.00,1.00,1.00,2018.00,False,446.00,337.00,321.00,245.00
none,-3.36,0.00,0.00,90.00,snow,light snow,2.00,1.00,1.00,2018.00,False,245.00,254.00,255.00,211.00
none,-5.00,0.00,0.00,20.00,haze,haze,3.00,1.00,1.00,2018.00,False,211.00,325.00,354.00,282.00
none,-6.07,0.00,0.00,1.00,clear,sky is clear,4.00,1.00,1.00,2018.00,False,282.00,897.00,872.00,705.00
none,-6.78,0.00,0.00,1.00,clear,sky is clear,5.00,1.00,1.00,2018.00,False,705.00,2797.00,2836.00,2008.00
none,-7.20,0.00,0.00,75.00,clouds,broken clouds,6.00,1.00,1.00,2018.00,False,2008.00,5109.00,5254.00,3674.00
none,-7.43,0.00,0.00,90.00,clouds,overcast clouds,7.00,1.00,1.00,2018.00,False,3674.00,5250.00,5568.00,3788.00
none,-7.53,0.00,0.00,90.00,clouds,overcast clouds,8.00,1.00,1.00,2018.00,False,3788.00,4429.00,5066.00,3196.00
none,-7.67,0.00,0.00,75.00,clouds,broken clouds,9.00,1.00,1.00,2018.00,False,3196.00,3794.00,5045.00,3337.00
none,-7.67,0.00,0.00,40.00,clouds,scattered clouds,10.00,1.00,1.00,2018.00,False,3337.00,3351.00,4302.00,3237.00
none,-7.07,0.00,0.00,40.00,clouds,scattered clouds,11.00,1.00,1.00,2018.00,False,3237.00,3240.00,4332.00,3299.00
none,-6.50,0.00,0.00,1.00,clear,sky is clear,12.00,1.00,1.00,2018.00,False,3299.00,3143.00,4602.00,3506.00
none,-5.29,0.00,0.00,40.00,clouds,scattered clouds,13.00,1.00,1.00,2018.00,False,3506.00,3066.00,4608.00,3670.00
none,-4.21,0.00,0.00,1.00,clear,sky is clear,14.00,1.00,1.00,2018.00,False,3670.00,2846.00,4625.00,4001.00
none,-3.41,0.00,0.00,40.00,clouds,scattered clouds,15.00,1.00,1.00,2018.00,False,4001.00,2132.00,5424.00,4287.00
none,-2.78,0.00,0.00,1.00,clear,sky is clear,16.00,1.00,1.00,2018.00,False,4287.00,1488.00,6186.00,5068.00
none,-3.80,0.00,0.00,40.00,haze,haze,17.00,1.00,1.00,2018.00,False,5068.00,1379.00,5809.00,4650.00
none,-5.28,0.00,0.00,40.00,clouds,scattered clouds,18.00,1.00,1.00,2018.00,False,4650.00,1086.00,4066.00,3467.00
none,-7.20,0.00,0.00,75.00,clouds,broken clouds,19.00,1.00,1.00,2018.00,False,3467.00,1291.00,2924.00,2652.00
none,-8.18,0.00,0.00,75.00,clouds,broken clouds,20.00,1.00,1.00,2018.00,False,2652.00,889.00,2574.00,2279.00
none,-8.66,0.00,0.00,1.00,clear,sky is clear,21.00,1.00,1.00,2018.00,False,2279.00,1246.00,2330.00,2175.00
none,-8.30,0.00,0.00,1.00,clear,sky is clear,22.00,1.00,1.00,2018.00,False,2175.00,1631.00,1522.00,1412.00
none,-8.71,0.00,0.00,1.00,clear,sky is clear,23.00,1.00,1.00,2018.00,False,1412.00,570.00,977.00,979.00
none,-9.14,0.00,0.00,1.00,clear,sky is clear,0.00,2.00,1.00,2018.00,False,979.00,446.00,491.00,512.00
none,-10.13,0.00,0.00,1.00,clear,sky is clear,1.00,2.00,1.00,2018.00,False,512.00,245.00,303.00,350.00
none,-11.27,0.00,0.00,1.00,haze,haze,2.00,2.00,1.00,2018.00,False,350.00,211.00,245.00,235.00
none,-12.39,0.00,0.00,1.00,clear,sky is clear,3.00,2.00,1.00,2018.00,False,235.00,282.00,346.00,373.00
none,-12.73,0.00,0.00,75.00,mist,mist,4.00,2.00,1.00,2018.00,False,373.00,705.00,882.00,893.00
none,-12.40,0.00,0.00,90.00,mist,mist,5.00,2.00,1.00,2018.00,False,893.00,2008.00,2856.00,2915.00
none,-12.00,0.00,0.00,90.00,clouds,overcast clouds,6.00,2.00,1.00,2018.00,False,2915.00,3674.00,5351.00,5445.00
none,-10.07,0.00,0.00,90.00,clouds,overcast clouds,7.00,2.00,1.00,2018.00,False,5445.00,3788.00,5684.00,5866.00
none,-9.07,0.00,0.00,90.00,snow,light snow,8.00,2.00,1.00,2018.00,False,5866.00,3196.00,5345.00,5625.00
none,-8.28,0.00,0.00,90.00,mist,mist,9.00,2.00,1.00,2018.00,False,5625.00,3337.00,4847.00,5153.00
none,-7.43,0.00,0.00,90.00,mist,mist,10.00,2.00,1.00,2018.00,False,5153.00,3237.00,4412.00,4359.00
none,-5.93,0.00,0.00,90.00,mist,mist,11.00,2.00,1.00,2018.00,False,4359.00,3299.00,4497.00,4510.00
none,-5.00,0.00,0.00,90.00,mist,mist,12.00,2.00,1.00,2018.00,False,4510.00,3506.00,4653.00,4704.00
none,-4.36,0.00,0.00,75.00,mist,mist,13.00,2.00,1.00,2018.00,False,4704.00,3670.00,4917.00,4672.00
none,-4.07,0.00,0.00,90.00,mist,mist,14.00,2.00,1.00,2018.00,False,4672.00,4001.00,5147.00,4878.00
none,-3.71,0.00,0.00,90.00,haze,haze,15.00,2.00,1.00,2018.00,False,4878.00,4287.00,3271.00,5570.00
none,-3.30,0.00,0.00,90.00,clouds,overcast clouds,16.00,2.00,1.00,2018.00,False,5570.00,5068.00,5287.00,6395.00
none,-3.32,0.00,0.00,90.00,mist,mist,17.00,2.00,1.00,2018.00,False,6395.00,4650.00,5676.00,5836.00
none,-3.46,0.00,0.00,90.00,mist,mist,18.00,2.00,1.00,2018.00,False,5836.00,3467.00,4207.00,4270.00
none,-3.61,0.00,0.00,90.00,mist,mist,19.00,2.00,1.00,2018.00,False,4270.00,2652.00,3080.00,3104.00
none,-3.93,0.00,0.00,90.00,mist,mist,20.00,2.00,1.00,2018.00,False,3104.00,2279.00,2777.00,2720.00
none,-4.08,0.00,0.00,90.00,mist,mist,21.00,2.00,1.00,2018.00,False,2720.00,2175.00,2278.00,2567.00
none,-4.08,0.00,0.00,90.00,mist,mist,22.00,2.00,1.00,2018.00,False,2567.00,1412.00,1706.00,2254.00
none,-4.14,0.00,0.00,90.00,mist,mist,23.00,2.00,1.00,2018.00,False,2254.00,979.00,2597.00,1074.00
none,-4.20,0.00,0.00,90.00,haze,haze,0.00,3.00,1.00,2018.00,False,1074.00,512.00,756.00,578.00
none,-4.13,0.00,0.00,90.00,mist,mist,1.00,3.00,1.00,2018.00,False,578.00,350.00,352.00,345.00
none,-4.07,0.00,0.00,90.00,mist,mist,3.00,3.00,1.00,2018.00,False,265.00,373.00,366.00,398.00
none,-3.86,0.00,0.00,90.00,mist,mist,4.00,3.00,1.00,2018.00,False,398.00,893.00,883.00,929.00
none,-3.93,0.00,0.00,90.00,mist,mist,5.00,3.00,1.00,2018.00,False,929.00,2915.00,2952.00,2932.00
none,-4.07,0.00,0.00,90.00,fog,fog,6.00,3.00,1.00,2018.00,False,2932.00,5445.00,5369.00,5498.00
none,-4.07,0.00,0.00,90.00,fog,fog,7.00,3.00,1.00,2018.00,False,5498.00,5866.00,5848.00,5702.00
none,-4.00,0.00,0.00,90.00,fog,fog,8.00,3.00,1.00,2018.00,False,5702.00,5625.00,5751.00,5616.00
none,-3.80,0.00,0.00,90.00,fog,fog,9.00,3.00,1.00,2018.00,False,5616.00,5153.00,5143.00,5177.00
none,-3.74,0.00,0.00,90.00,fog,fog,10.00,3.00,1.00,2018.00,False,5177.00,4359.00,4479.00,4525.00
none,-3.40,0.00,0.00,90.00,mist,mist,11.00,3.00,1.00,2018.00,False,4525.00,4510.00,4706.00,4529.00
none,-3.20,0.00,0.00,90.00,mist,mist,12.00,3.00,1.00,2018.00,False,4529.00,4704.00,4872.00,4646.00
none,-3.13,0.00,0.00,90.00,mist,mist,13.00,3.00,1.00,2018.00,False,4646.00,4672.00,4878.00,4866.00
none,-3.20,0.00,0.00,90.00,mist,mist,14.00,3.00,1.00,2018.00,False,4866.00,4878.00,5056.00,5152.00
none,-3.07,0.00,0.00,90.00,mist,mist,15.00,3.00,1.00,2018.00,False,5152.00,5570.00,5834.00,5720.00
none,-3.07,0.00,0.00,90.00,mist,mist,16.00,3.00,1.00,2018.00,False,5720.00,6395.00,6527.00,6669.00
none,-3.07,0.00,0.00,90.00,haze,haze,17.00,3.00,1.00,2018.00,False,6669.00,5836.00,6039.00,5883.00
none,-3.07,0.00,0.00,90.00,snow,light snow,18.00,3.00,1.00,2018.00,False,5883.00,4270.00,4502.00,4449.00
none,-3.07,0.00,0.00,90.00,snow,light snow,19.00,3.00,1.00,2018.00,False,4449.00,3104.00,3289.00,3637.00
none,-2.86,0.00,0.00,90.00,snow,light snow,20.00,3.00,1.00,2018.00,False,3637.00,2720.00,3096.00,3009.00
none,-2.57,0.00,0.00,75.00,snow,light snow,21.00,3.00,1.00,2018.00,False,3009.00,2567.00,2753.00,2817.00
none,-2.21,0.00,0.00,75.00,haze,haze,22.00,3.00,1.00,2018.00,False,2817.00,2254.00,1797.00,2047.00
none,-2.07,0.00,0.00,40.00,haze,haze,23.00,3.00,1.00,2018.00,False,2047.00,1074.00,1188.00,1216.00
none,-2.00,0.00,0.00,1.00,haze,haze,0.00,4.00,1.00,2018.00,False,1216.00,578.00,589.00,893.00
none,-1.86,0.00,0.00,1.00,haze,haze,1.00,4.00,1.00,2018.00,False,893.00,345.00,333.00,553.00
none,-1.93,0.00,0.00,1.00,haze,haze,2.00,4.00,1.00,2018.00,False,553.00,265.00,283.00,421.00
none,-1.43,0.00,0.00,1.00,mist,mist,3.00,4.00,1.00,2018.00,False,421.00,398.00,373.00,480.00
none,-0.64,0.00,0.00,1.00,clear,sky is clear,4.00,4.00,1.00,2018.00,False,480.00,929.00,886.00,986.00
none,1.14,0.00,0.00,1.00,clear,sky is clear,5.00,4.00,1.00,2018.00,False,986.00,2932.00,2795.00,2821.00
none,1.07,0.00,0.00,1.00,clear,sky is clear,6.00,4.00,1.00,2018.00,False,2821.00,5498.00,5340.00,5179.00
none,2.06,0.00,0.00,40.00,clouds,scattered clouds,7.00,4.00,1.00,2018.00,False,5179.00,5702.00,6309.00,6059.00
none,3.00,0.00,0.00,75.00,clouds,broken clouds,8.00,4.00,1.00,2018.00,False,6059.00,5616.00,5673.00,5953.00
none,4.06,0.00,0.00,1.00,clear,sky is clear,9.00,4.00,1.00,2018.00,False,5953.00,5177.00,4948.00,4939.00
none,5.00,0.00,0.00,1.00,clear,sky is clear,10.00,4.00,1.00,2018.00,False,4939.00,4525.00,4463.00,4693.00
none,6.33,0.00,0.00,20.00,clouds,few clouds,11.00,4.00,1.00,2018.00,False,4693.00,4529.00,4936.00,5029.00
none,7.00,0.00,0.00,20.00,clouds,few clouds,12.00,4.00,1.00,2018.00,False,5029.00,4646.00,5218.00,5401.00
none,7.28,0.00,0.00,20.00,clouds,few clouds,13.00,4.00,1.00,2018.00,False,5401.00,4866.00,5101.00,5380.00
none,7.28,0.00,0.00,20.00,clouds,few clouds,14.00,4.00,1.00,2018.00,False,5380.00,5152.00,5302.00,5464.00
none,6.87,0.00,0.00,75.00,clouds,broken clouds,15.00,4.00,1.00,2018.00,False,5464.00,5720.00,5810.00,5810.00
none,6.60,0.00,0.00,1.00,clear,sky is clear,16.00,4.00,1.00,2018.00,False,5810.00,6669.00,6305.00,6561.00
none,6.00,0.00,0.00,75.00,clouds,broken clouds,17.00,4.00,1.00,2018.00,False,6561.00,5883.00,5657.00,5829.00
none,4.71,0.00,0.00,75.00,clouds,broken clouds,18.00,4.00,1.00,2018.00,False,5829.00,4449.00,4503.00,4811.00
none,3.72,0.00,0.00,1.00,clear,sky is clear,19.00,4.00,1.00,2018.00,False,4811.00,3637.00,3516.00,3638.00
none,3.00,0.00,0.00,75.00,clouds,broken clouds,20.00,4.00,1.00,2018.00,False,3638.00,3009.00,3094.00,3465.00
none,1.41,0.00,0.00,90.00,clouds,overcast clouds,21.00,4.00,1.00,2018.00,False,3465.00,2817.00,3370.00,3215.00
none,1.12,0.00,0.00,90.00,clouds,overcast clouds,22.00,4.00,1.00,2018.00,False,3215.00,2047.00,2819.00,2637.00
none,1.20,0.00,0.00,90.00,clouds,overcast clouds,23.00,4.00,1.00,2018.00,False,2637.00,1216.00,1892.00,1841.00
none,1.50,0.00,0.00,90.00,clouds,overcast clouds,0.00,5.00,1.00,2018.00,True,1841.00,893.00,1179.00,1121.00
none,0.86,0.00,0.00,90.00,clouds,overcast clouds,1.00,5.00,1.00,2018.00,True,1121.00,553.00,759.00,672.00
none,-0.20,0.00,0.00,40.00,clouds,scattered clouds,2.00,5.00,1.00,2018.00,True,672.00,421.00,528.00,476.00
none,-1.47,0.00,0.00,40.00,clouds,scattered clouds,3.00,5.00,1.00,2018.00,True,476.00,480.00,366.00,373.00
none,-2.22,0.00,0.00,1.00,clear,sky is clear,4.00,5.00,1.00,2018.00,True,373.00,986.00,399.00,449.00
none,-2.79,0.00,0.00,1.00,clear,sky is clear,5.00,5.00,1.00,2018.00,True,449.00,2821.00,703.00,753.00
none,-3.36,0.00,0.00,1.00,clear,sky is clear,6.00,5.00,1.00,2018.00,True,753.00,5179.00,1307.00,1378.00
none,-4.29,0.00,0.00,5.00,clear,sky is clear,7.00,5.00,1.00,2018.00,True,1378.00,6059.00,1888.00,2158.00
none,-4.57,0.00,0.00,5.00,clear,sky is clear,8.00,5.00,1.00,2018.00,True,2158.00,5953.00,2838.00,2848.00
none,-4.72,0.00,0.00,5.00,clear,sky is clear,9.00,5.00,1.00,2018.00,True,2848.00,4939.00,3381.00,3629.00
none,-3.79,0.00,0.00,1.00,clear,sky is clear,10.00,5.00,1.00,2018.00,True,3629.00,4693.00,4033.00,4325.00
none,-2.07,0.00,0.00,20.00,clouds,few clouds,11.00,5.00,1.00,2018.00,True,4325.00,5029.00,4425.00,4896.00
none,-1.07,0.00,0.00,1.00,clear,sky is clear,12.00,5.00,1.00,2018.00,True,4896.00,5401.00,4886.00,5344.00
none,-0.72,0.00,0.00,75.00,clouds,broken clouds,13.00,5.00,1.00,2018.00,True,5344.00,5380.00,4693.00,5304.00
none,-0.36,0.00,0.00,90.00,clouds,overcast clouds,14.00,5.00,1.00,2018.00,True,5304.00,5464.00,4986.00,5132.00
none,-0.46,0.00,0.00,40.00,clouds,scattered clouds,15.00,5.00,1.00,2018.00,True,5132.00,5810.00,4811.00,5407.00
none,-0.20,0.00,0.00,5.00,clear,sky is clear,16.00,5.00,1.00,2018.00,True,5407.00,6561.00,4757.00,5460.00
none,-1.00,0.00,0.00,5.00,clear,sky is clear,17.00,5.00,1.00,2018.00,True,5460.00,5829.00,4754.00,5182.00
none,-2.42,0.00,0.00,1.00,clear,sky is clear,18.00,5.00,1.00,2018.00,True,5182.00,4811.00,4530.00,5052.00
none,-3.53,0.00,0.00,5.00,clear,sky is clear,19.00,5.00,1.00,2018.00,True,5052.00,3638.00,3900.00,4090.00
none,-4.67,0.00,0.00,5.00,clear,sky is clear,20.00,5.00,1.00,2018.00,True,4090.00,3465.00,3497.00,3584.00
none,-5.66,0.00,0.00,5.00,clear,sky is clear,21.00,5.00,1.00,2018.00,True,3584.00,3215.00,3742.00,3350.00
none,-6.57,0.00,0.00,1.00,clear,sky is clear,22.00,5.00,1.00,2018.00,True,3350.00,2637.00,3608.00,3070.00
none,-7.40,0.00,0.00,90.00,clouds,overcast clouds,23.00,5.00,1.00,2018.00,True,3070.00,1841.00,3427.00,2033.00
none,-7.21,0.00,0.00,90.00,clouds,overcast clouds,0.00,6.00,1.00,2018.00,True,2033.00,1121.00,1830.00,1260.00
none,-7.15,0.00,0.00,90.00,clouds,overcast clouds,1.00,6.00,1.00,2018.00,True,1260.00,672.00,1254.00,791.00
none,-7.29,0.00,0.00,90.00,snow,light snow,2.00,6.00,1.00,2018.00,True,791.00,476.00,788.00,653.00
none,-7.71,0.00,0.00,75.00,snow,light snow,3.00,6.00,1.00,2018.00,True,653.00,373.00,367.00,444.00
none,-7.79,0.00,0.00,90.00,snow,light snow,4.00,6.00,1.00,2018.00,True,444.00,449.00,433.00,395.00
none,-7.93,0.00,0.00,90.00,clouds,overcast clouds,5.00,6.00,1.00,2018.00,True,395.00,753.00,582.00,643.00
none,-8.67,0.00,0.00,90.00,snow,light snow,6.00,6.00,1.00,2018.00,True,643.00,1378.00,1070.00,1058.00
none,-8.47,0.00,0.00,90.00,snow,light snow,7.00,6.00,1.00,2018.00,True,1058.00,2158.00,1343.00,1666.00
none,-8.93,0.00,0.00,90.00,snow,light snow,8.00,6.00,1.00,2018.00,True,1666.00,2848.00,2056.00,2314.00
none,-9.47,0.00,0.00,90.00,snow,light snow,9.00,6.00,1.00,2018.00,True,2314.00,3629.00,2804.00,3024.00
none,-9.28,0.00,0.00,90.00,snow,light snow,10.00,6.00,1.00,2018.00,True,3024.00,4325.00,3355.00,3564.00
none,-8.54,0.00,0.00,90.00,snow,light snow,11.00,6.00,1.00,2018.00,True,3564.00,4896.00,3686.00,4065.00
none,-7.86,0.00,0.00,75.00,haze,haze,12.00,6.00,1.00,2018.00,True,4065.00,5344.00,4247.00,4506.00
none,-7.46,0.00,0.00,90.00,snow,light snow,13.00,6.00,1.00,2018.00,True,4506.00,5304.00,4403.00,4784.00
none,-7.07,0.00,0.00,90.00,snow,light snow,14.00,6.00,1.00,2018.00,True,4784.00,5132.00,4464.00,4895.00
none,-6.94,0.00,0.00,90.00,snow,light snow,15.00,6.00,1.00,2018.00,True,4895.00,5407.00,4261.00,4801.00
none,-6.94,0.00,0.00,90.00,snow,light snow,16.00,6.00,1.00,2018.00,True,4801.00,5460.00,4236.00,4716.00
none,-7.47,0.00,0.00,90.00,snow,light snow,17.00,6.00,1.00,2018.00,True,4716.00,5182.00,3791.00,4535.00
none,-7.80,0.00,0.00,90.00,snow,light snow,18.00,6.00,1.00,2018.00,True,4535.00,5052.00,2398.00,3849.00
none,-8.21,0.00,0.00,40.00,clouds,scattered clouds,19.00,6.00,1.00,2018.00,True,3849.00,4090.00,1992.00,3221.00
none,-8.61,0.00,0.00,40.00,clouds,scattered clouds,20.00,6.00,1.00,2018.00,True,3221.00,3584.00,2566.00,2554.00
none,-9.34,0.00,0.00,40.00,clouds,scattered clouds,21.00,6.00,1.00,2018.00,True,2554.00,3350.00,2433.00,2082.00
none,-10.14,0.00,0.00,1.00,clear,sky is clear,22.00,6.00,1.00,2018.00,True,2082.00,3070.00,1481.00,1433.00
none,-11.21,0.00,0.00,1.00,clear,sky is clear,23.00,6.00,1.00,2018.00,True,1433.00,2033.00,848.00,877.00
none,-11.61,0.00,0.00,1.00,clear,sky is clear,0.00,0.00,1.00,2018.00,False,877.00,1260.00,486.00,482.00
none,-12.36,0.00,0.00,1.00,clear,sky is clear,1.00,0.00,1.00,2018.00,False,482.00,791.00,337.00,335.00
none,-12.72,0.00,0.00,1.00,clear,sky is clear,2.00,0.00,1.00,2018.00,False,335.00,653.00,254.00,230.00
none,-13.29,0.00,0.00,1.00,clear,sky is clear,3.00,0.00,1.00,2018.00,False,230.00,444.00,325.00,353.00
none,-13.71,0.00,0.00,1.00,clear,sky is clear,4.00,0.00,1.00,2018.00,False,353.00,395.00,897.00,888.00
none,-14.21,0.00,0.00,1.00,clear,sky is clear,5.00,0.00,1.00,2018.00,False,888.00,643.00,2797.00,2837.00
none,-15.20,0.00,0.00,1.00,clear,sky is clear,6.00,0.00,1.00,2018.00,False,2837.00,1058.00,5109.00,5488.00
none,-16.00,0.00,0.00,1.00,clear,sky is clear,7.00,0.00,1.00,2018.00,False,5488.00,1666.00,5250.00,6362.00
none,-16.50,0.00,0.00,1.00,clear,sky is clear,8.00,0.00,1.00,2018.00,False,6362.00,2314.00,4429.00,5438.00
none,-16.36,0.00,0.00,20.00,clouds,few clouds,9.00,0.00,1.00,2018.00,False,5438.00,3024.00,3794.00,4715.00
none,-15.60,0.00,0.00,5.00,clear,sky is clear,10.00,0.00,1.00,2018.00,False,4715.00,3564.00,3351.00,4287.00
none,-14.07,0.00,0.00,5.00,clear,sky is clear,11.00,0.00,1.00,2018.00,False,4287.00,4065.00,3240.00,4409.00
none,-12.74,0.00,0.00,5.00,clear,sky is clear,12.00,0.00,1.00,2018.00,False,4409.00,4506.00,3143.00,4725.00
none,-11.93,0.00,0.00,1.00,clear,sky is clear,13.00,0.00,1.00,2018.00,False,4725.00,4784.00,3066.00,4578.00
none,-10.93,0.00,0.00,1.00,clear,sky is clear,14.00,0.00,1.00,2018.00,False,4578.00,4895.00,2846.00,5030.00
none,-10.00,0.00,0.00,5.00,clear,sky is clear,15.00,0.00,1.00,2018.00,False,5030.00,4801.00,2132.00,5527.00
none,-9.35,0.00,0.00,1.00,clear,sky is clear,16.00,0.00,1.00,2018.00,False,5527.00,4716.00,1488.00,6285.00
none,-9.42,0.00,0.00,5.00,clear,sky is clear,17.00,0.00,1.00,2018.00,False,6285.00,4535.00,1379.00,6023.00
none,-10.46,0.00,0.00,5.00,clear,sky is clear,18.00,0.00,1.00,2018.00,False,6023.00,3849.00,1086.00,4286.00
none,-12.19,0.00,0.00,1.00,clear,sky is clear,19.00,0.00,1.00,2018.00,False,4286.00,3221.00,1291.00,3448.00
none,-13.25,0.00,0.00,1.00,clear,sky is clear,20.00,0.00,1.00,2018.00,False,3448.00,2554.00,889.00,2957.00
none,-14.52,0.00,0.00,5.00,clear,sky is clear,21.00,0.00,1.00,2018.00,False,2957.00,2082.00,1246.00,2657.00
none,-15.39,0.00,0.00,1.00,clear,sky is clear,22.00,0.00,1.00,2018.00,False,2657.00,1433.00,1631.00,1955.00
none,-16.13,0.00,0.00,1.00,clear,sky is clear,23.00,0.00,1.00,2018.00,False,1955.00,877.00,570.00,1185.00
none,-16.73,0.00,0.00,1.00,clear,sky is clear,0.00,1.00,1.00,2018.00,False,1185.00,482.00,446.00,588.00
none,-17.20,0.00,0.00,1.00,clear,sky is clear,1.00,1.00,1.00,2018.00,False,588.00,335.00,245.00,330.00
none,-17.73,0.00,0.00,1.00,clear,sky is clear,2.00,1.00,1.00,2018.00,False,330.00,230.00,211.00,249.00
none,-18.13,0.00,0.00,1.00,clear,sky is clear,3.00,1.00,1.00,2018.00,False,249.00,353.00,282.00,371.00
none,-18.39,0.00,0.00,1.00,clear,sky is clear,4.00,1.00,1.00,2018.00,False,371.00,888.00,705.00,910.00
none,-18.66,0.00,0.00,1.00,clear,sky is clear,5.00,1.00,1.00,2018.00,False,910.00,2837.00,2008.00,2876.00
none,-17.85,0.00,0.00,1.00,clear,sky is clear,6.00,1.00,1.00,2018.00,False,2876.00,5488.00,3674.00,5585.00
none,-17.57,0.00,0.00,1.00,snow,light snow,7.00,1.00,1.00,2018.00,False,5585.00,6362.00,3788.00,6405.00
none,-17.46,0.00,0.00,20.00,snow,light snow,8.00,1.00,1.00,2018.00,False,6405.00,5438.00,3196.00,5489.00
none,-15.22,0.00,0.00,75.00,clouds,broken clouds,9.00,1.00,1.00,2018.00,False,5489.00,4715.00,3337.00,4462.00
none,-13.20,0.00,0.00,75.00,clouds,broken clouds,10.00,1.00,1.00,2018.00,False,4462.00,4287.00,3237.00,4388.00
none,-11.54,0.00,0.00,75.00,clouds,broken clouds,11.00,1.00,1.00,2018.00,False,4388.00,4409.00,3299.00,4432.00
none,-10.14,0.00,0.00,90.00,clouds,overcast clouds,12.00,1.00,1.00,2018.00,False,4432.00,4725.00,3506.00,4783.00
none,-8.33,0.00,0.00,90.00,clouds,overcast clouds,13.00,1.00,1.00,2018.00,False,4783.00,4578.00,3670.00,4801.00
none,-7.26,0.00,0.00,1.00,clear,sky is clear,14.00,1.00,1.00,2018.00,False,4801.00,5030.00,4001.00,5195.00
none,-6.20,0.00,0.00,90.00,clouds,overcast clouds,15.00,1.00,1.00,2018.00,False,5195.00,5527.00,4287.00,5701.00
none,-5.57,0.00,0.00,1.00,clear,sky is clear,16.00,1.00,1.00,2018.00,False,5701.00,6285.00,5068.00,6838.00
none,-4.53,0.00,0.00,1.00,clear,sky is clear,17.00,1.00,1.00,2018.00,False,6838.00,6023.00,4650.00,5944.00
none,-3.77,0.00,0.00,1.00,clear,sky is clear,18.00,1.00,1.00,2018.00,False,5944.00,4286.00,3467.00,4589.00
none,-3.43,0.00,0.00,1.00,clear,sky is clear,19.00,1.00,1.00,2018.00,False,4589.00,3448.00,2652.00,3090.00
none,-3.07,0.00,0.00,1.00,clear,sky is clear,20.00,1.00,1.00,2018.00,False,3090.00,2957.00,2279.00,2885.00
none,-2.60,0.00,0.00,90.00,clouds,overcast clouds,21.00,1.00,1.00,2018.00,False,2885.00,2657.00,2175.00,2490.00
